time,left ear,left forehead,right forehead,right ear
8.2973,4.6521,-1.1961,4.9684,10.345
8.3018,11.232,5.3838,6.6134,11.99
8.3064,7.9421,2.0938,9.9034,13.635
8.3109,-0.28286,-1.1961,9.9034,7.0548
8.3154,-0.28286,0.44883,3.3234,-2.8151
8.3199,9.587,3.7388,0.033493,-1.1701
8.3244,4.6521,0.44883,0.033493,0.47489
8.329,1.3621,-2.8411,0.033493,2.1198
8.3335,-3.5728,-7.7761,1.6785,8.6997
8.338,-15.088,-9.421,0.033493,-4.46
8.3425,-16.733,-4.4861,-1.6115,-9.395
8.347,-13.443,-2.8411,-1.6115,-9.395
8.3516,-6.8628,0.44883,-3.2565,-7.75
8.3561,1.3621,2.0938,-1.6115,-4.46
8.3606,6.297,3.7388,-1.6115,-4.46
8.3651,12.877,7.0288,-3.2565,0.47489
8.3696,6.297,-2.8411,1.6785,5.4098
8.3742,9.587,3.7388,-1.6115,3.7648
8.3787,4.6521,-4.4861,1.6785,7.0548
8.3832,6.297,3.7388,0.033493,-2.8151
8.3877,7.9421,3.7388,3.3234,2.1198
8.3922,-3.5728,-1.1961,3.3234,-1.1701
8.3968,-1.9278,0.44883,1.6785,0.47489
8.4013,-6.8628,-4.4861,4.9684,0.47489
8.4058,-8.5078,-2.8411,0.033493,-6.1051
8.4103,-8.5078,-2.8411,1.6785,-4.46
8.4148,-8.5078,-4.4861,3.3234,-6.1051
8.4193,3.0071,-1.1961,1.6785,-2.8151
8.4239,4.6521,-2.8411,3.3234,2.1198
8.4284,-0.28286,-6.1311,1.6785,-9.395
8.4329,9.587,-1.1961,0.033493,-12.685
8.4374,16.167,-1.1961,-1.6115,-4.46
8.4419,12.877,-6.1311,-1.6115,-4.46
8.4465,14.522,-4.4861,-3.2565,-6.1051
8.451,14.522,-1.1961,-1.6115,-2.8151
8.4555,11.232,-4.4861,1.6785,0.47489
8.46,16.167,-1.1961,1.6785,-1.1701
8.4645,14.522,-6.1311,6.6134,11.99
8.4691,-5.2178,-12.711,4.9684,3.7648
8.4736,-13.443,-9.421,1.6785,-7.75
8.4781,-15.088,-9.421,3.3234,-2.8151
8.4826,-18.378,-11.066,4.9684,-1.1701
8.4871,-16.733,-11.066,4.9684,-1.1701
8.4917,-8.5078,-6.1311,3.3234,0.47489
8.4962,-3.5728,-7.7761,4.9684,0.47489
8.5007,4.6521,-6.1311,3.3234,0.47489
8.5052,16.167,-4.4861,3.3234,5.4098
8.5097,12.877,-4.4861,0.033493,2.1198
8.5143,14.522,-1.1961,-3.2565,-2.8151
8.5188,22.747,5.3838,-3.2565,0.47489
8.5233,19.457,2.0938,-1.6115,2.1198
8.5278,11.232,-1.1961,1.6785,-1.1701
8.5323,1.3621,-4.4861,0.033493,-22.555
8.5368,-10.153,-6.1311,1.6785,-29.135
8.5414,-15.088,-2.8411,0.033493,-29.135
8.5459,-10.153,0.44883,-1.6115,-19.265
8.5504,-11.798,-1.1961,1.6785,-6.1051
8.5549,-16.733,0.44883,0.033493,-7.75
8.5594,-3.5728,5.3838,-1.6115,2.1198
8.564,6.297,2.0938,1.6785,15.28
8.5685,16.167,3.7388,0.033493,20.215
8.573,17.812,-2.8411,1.6785,21.86
8.5775,12.877,-6.1311,0.033493,16.925
8.582,12.877,-6.1311,3.3234,21.86
8.5866,9.587,-7.7761,0.033493,18.57
8.5911,4.6521,-4.4861,-1.6115,15.28
8.5956,-3.5728,-4.4861,-3.2565,3.7648
8.6001,12.877,2.0938,-4.9015,3.7648
8.6046,17.812,-2.8411,-3.2565,8.6997
8.6092,16.167,-4.4861,-3.2565,7.0548
8.6137,12.877,-6.1311,-3.2565,8.6997
8.6182,3.0071,-4.4861,-3.2565,2.1198
8.6227,-1.9278,-2.8411,-3.2565,2.1198
8.6272,-10.153,0.44883,-3.2565,-2.8151
8.6318,-13.443,-1.1961,-3.2565,-7.75
8.6363,-16.733,-2.8411,-4.9015,-14.33
8.6408,-15.088,2.0938,-3.2565,-14.33
8.6453,-11.798,2.0938,-1.6115,-1.1701
8.6498,-11.798,-1.1961,-1.6115,13.635
8.6544,-10.153,0.44883,-3.2565,15.28
8.6589,3.0071,2.0938,-3.2565,10.345
8.6634,17.812,3.7388,-3.2565,13.635
8.6679,26.037,2.0938,0.033493,25.15
8.6724,32.617,-1.1961,4.9684,35.019
8.6769,24.392,-7.7761,3.3234,38.309
8.6815,19.457,-6.1311,3.3234,30.085
8.686,21.102,-2.8411,1.6785,21.86
8.6905,17.812,2.0938,-1.6115,18.57
8.695,24.392,2.0938,-1.6115,23.505
8.6995,30.972,-1.1961,-1.6115,25.15
8.7041,35.907,3.7388,-1.6115,23.505
8.7086,26.037,-4.4861,-1.6115,25.15
8.7131,21.102,-4.4861,-4.9015,11.99
8.7176,30.972,-1.1961,-3.2565,11.99
8.7221,22.747,-7.7761,-4.9015,8.6997
8.7267,11.232,-7.7761,-4.9015,2.1198
8.7312,-1.9278,-11.066,-4.9015,-14.33
8.7357,-11.798,-12.711,-4.9015,-22.555
8.7402,-21.668,-12.711,-3.2565,-29.135
8.7447,-20.023,-6.1311,-3.2565,-22.555
8.7493,-20.023,-7.7761,-1.6115,-12.685
8.7538,-18.378,-6.1311,-1.6115,-12.685
8.7583,-5.2178,0.44883,-6.5465,0.47489
8.7628,11.232,2.0938,-6.5465,16.925
8.7673,21.102,5.3838,-8.1914,21.86
8.7719,34.262,5.3838,-8.1914,25.15
8.7764,27.682,-2.8411,-6.5465,20.215
8.7809,19.457,0.44883,-8.1914,7.0548
8.7854,14.522,-4.4861,-8.1914,-1.1701
8.7899,9.587,-2.8411,-8.1914,-6.1051
8.7944,11.232,3.7388,-6.5465,-4.46
8.799,22.747,7.0288,-4.9015,7.0548
8.8035,32.617,7.0288,-4.9015,16.925
8.808,26.037,-2.8411,-4.9015,10.345
8.8125,12.877,-4.4861,-6.5465,-2.8151
8.817,9.587,-1.1961,-8.1914,2.1198
8.8216,1.3621,-2.8411,-8.1914,2.1198
8.8261,1.3621,0.44883,-8.1914,-2.8151
8.8306,-6.8628,-1.1961,-8.1914,-11.04
8.8351,-13.443,-1.1961,-9.8364,-15.975
8.8396,-13.443,2.0938,-9.8364,-14.33
8.8442,-0.28286,8.6737,-13.126,5.4098
8.8487,3.0071,0.44883,-13.126,16.925
8.8532,6.297,2.0938,-8.1914,15.28
8.8577,6.297,-6.1311,-4.9015,21.86
8.8622,-6.8628,-14.356,-3.2565,-1.1701
8.8668,-11.798,-12.711,-3.2565,-11.04
8.8713,-18.378,-16.001,-3.2565,-19.265
8.8758,-21.668,-11.066,-3.2565,-24.2
8.8803,-1.9278,-6.1311,0.033493,-7.75
8.8848,7.9421,-11.066,0.033493,5.4098
8.8894,11.232,-16.001,3.3234,11.99
8.8939,-1.9278,-17.646,6.6134,10.345
8.8984,-10.153,-19.291,4.9684,0.47489
8.9029,-11.798,-17.646,3.3234,-4.46
8.9074,-10.153,-12.711,0.033493,-2.8151
8.9119,1.3621,-9.421,3.3234,10.345
8.9165,-1.9278,-11.066,3.3234,21.86
8.921,-0.28286,-4.4861,1.6785,16.925
8.9255,-6.8628,-7.7761,3.3234,7.0548
8.93,-15.088,-11.066,1.6785,-4.46
8.9345,-11.798,-7.7761,3.3234,-11.04
8.9391,-15.088,-9.421,3.3234,-20.91
8.9436,-15.088,-6.1311,1.6785,-20.91
8.9481,-5.2178,-2.8411,3.3234,-11.04
8.9526,6.297,-1.1961,1.6785,-6.1051
8.9571,12.877,-7.7761,4.9684,2.1198
8.9617,-0.28286,-11.066,3.3234,-9.395
8.9662,3.0071,-7.7761,0.033493,-19.265
8.9707,-0.28286,-6.1311,1.6785,-15.975
8.9752,3.0071,0.44883,0.033493,-12.685
8.9797,11.232,-1.1961,1.6785,8.6997
8.9843,14.522,-1.1961,3.3234,15.28
8.9888,19.457,-2.8411,3.3234,20.215
8.9933,7.9421,-14.356,3.3234,18.57
8.9978,3.0071,-12.711,1.6785,7.0548
9.0023,-1.9278,-11.066,4.9684,3.7648
9.0069,-1.9278,-6.1311,4.9684,0.47489
9.0114,4.6521,-4.4861,4.9684,10.345
9.0159,-0.28286,-7.7761,4.9684,18.57
9.0204,-1.9278,-2.8411,1.6785,15.28
9.0249,-1.9278,2.0938,1.6785,8.6997
9.0294,-0.28286,0.44883,3.3234,-2.8151
9.034,-3.5728,-2.8411,1.6785,-15.975
9.0385,-11.798,-1.1961,0.033493,-29.135
9.043,-20.023,-1.1961,0.033493,-35.715
9.0475,-20.023,-1.1961,-4.9015,-39.005
9.052,-18.378,-4.4861,-4.9015,-39.005
9.0566,-16.733,-2.8411,-4.9015,-35.715
9.0611,-5.2178,3.7388,-4.9015,-22.555
9.0656,7.9421,2.0938,-1.6115,-6.1051
9.0701,21.102,5.3838,1.6785,5.4098
9.0746,29.327,0.44883,1.6785,18.57
9.0792,30.972,-4.4861,0.033493,21.86
9.0837,35.907,-1.1961,-1.6115,21.86
9.0882,24.392,-9.421,-1.6115,21.86
9.0927,12.877,-4.4861,0.033493,11.99
9.0972,11.232,-1.1961,1.6785,7.0548
9.1018,16.167,-7.7761,3.3234,15.28
9.1063,19.457,-1.1961,0.033493,8.6997
9.1108,9.587,0.44883,-6.5465,-1.1701
9.1153,14.522,8.6737,-11.481,-2.8151
9.1198,7.9421,10.319,-11.481,-1.1701
9.1244,-0.28286,3.7388,-8.1914,3.7648
9.1289,-1.9278,5.3838,-8.1914,2.1198
9.1334,-3.5728,3.7388,-8.1914,-9.395
9.1379,-1.9278,3.7388,-6.5465,-14.33
9.1424,1.3621,3.7388,-4.9015,-12.685
9.1469,-1.9278,0.44883,-3.2565,-7.75
9.1515,-1.9278,5.3838,-4.9015,-2.8151
9.156,1.3621,3.7388,-6.5465,-2.8151
9.1605,-6.8628,-1.1961,-8.1914,-19.265
9.165,-20.023,0.44883,-8.1914,-37.36
9.1695,-21.668,-1.1961,-9.8364,-35.715
9.1741,-24.958,-2.8411,-8.1914,-32.425
9.1786,-21.668,0.44883,-8.1914,-20.91
9.1831,-1.9278,5.3838,-8.1914,-11.04
9.1876,12.877,2.0938,-3.2565,2.1198
9.1921,16.167,0.44883,-1.6115,3.7648
9.1967,22.747,-2.8411,1.6785,11.99
9.2012,12.877,-7.7761,-3.2565,8.6997
9.2057,6.297,-2.8411,-4.9015,-1.1701
9.2102,3.0071,-2.8411,-4.9015,0.47489
9.2147,-8.5078,-6.1311,-3.2565,-7.75
9.2193,-11.798,-6.1311,-3.2565,-17.62
9.2238,-23.313,-11.066,-3.2565,-20.91
9.2283,-21.668,-6.1311,0.033493,-24.2
9.2328,-11.798,-7.7761,0.033493,-17.62
9.2373,-10.153,-7.7761,-1.6115,-14.33
9.2419,-11.798,-4.4861,-1.6115,-4.46
9.2464,-13.443,-4.4861,-3.2565,0.47489
9.2509,-10.153,-2.8411,-3.2565,5.4098
9.2554,-8.5078,-4.4861,0.033493,10.345
9.2599,-10.153,-4.4861,3.3234,2.1198
9.2644,-16.733,-4.4861,3.3234,-17.62
9.269,-21.668,-1.1961,3.3234,-20.91
9.2735,-11.798,2.0938,1.6785,-9.395
9.278,-3.5728,0.44883,3.3234,0.47489
9.2825,4.6521,3.7388,0.033493,0.47489
9.287,9.587,0.44883,1.6785,-1.1701
9.2916,6.297,3.7388,-1.6115,-12.685
9.2961,7.9421,5.3838,-1.6115,-7.75
9.3006,12.877,7.0288,1.6785,-1.1701
9.3051,14.522,7.0288,-1.6115,-1.1701
9.3096,-1.9278,-4.4861,0.033493,-4.46
9.3142,-5.2178,-1.1961,0.033493,-11.04
9.3187,-6.8628,0.44883,3.3234,-9.395
9.3232,-10.153,0.44883,3.3234,-15.975
9.3277,-0.28286,8.6737,0.033493,-9.395
9.3322,11.232,7.0288,0.033493,10.345
9.3368,14.522,2.0938,1.6785,15.28
9.3413,7.9421,-1.1961,3.3234,11.99
9.3458,7.9421,-1.1961,3.3234,8.6997
9.3503,1.3621,-4.4861,1.6785,10.345
9.3548,-0.28286,0.44883,1.6785,10.345
9.3594,-6.8628,-2.8411,1.6785,7.0548
9.3639,-10.153,-6.1311,1.6785,-6.1051
9.3684,-6.8628,-1.1961,-1.6115,-20.91
9.3729,-6.8628,0.44883,1.6785,-17.62
9.3774,-8.5078,0.44883,1.6785,-14.33
9.3819,-6.8628,-4.4861,1.6785,-9.395
9.3865,-6.8628,-2.8411,3.3234,-6.1051
9.391,-8.5078,-2.8411,0.033493,-9.395
9.3955,-10.153,-4.4861,1.6785,-4.46
9.4,-10.153,-7.7761,3.3234,-4.46
9.4045,-5.2178,-6.1311,4.9684,-6.1051
9.4091,-3.5728,-7.7761,4.9684,-7.75
9.4136,-6.8628,-7.7761,3.3234,-7.75
9.4181,-1.9278,-9.421,6.6134,2.1198
9.4226,4.6521,-9.421,4.9684,3.7648
9.4271,6.297,-6.1311,8.2583,11.99
9.4317,4.6521,-4.4861,6.6134,7.0548
9.4362,6.297,-1.1961,4.9684,3.7648
9.4407,14.522,-1.1961,4.9684,11.99
9.4452,22.747,2.0938,1.6785,11.99
9.4497,35.907,2.0938,1.6785,18.57
9.4543,29.327,-6.1311,0.033493,16.925
9.4588,12.877,-6.1311,0.033493,0.47489
9.4633,7.9421,-1.1961,0.033493,-7.75
9.4678,4.6521,-1.1961,0.033493,-11.04
9.4723,1.3621,3.7388,1.6785,-12.685
9.4769,1.3621,3.7388,9.9034,-6.1051
9.4814,-3.5728,2.0938,11.548,-11.04
9.4859,1.3621,7.0288,14.838,-11.04
9.4904,11.232,10.319,19.773,2.1198
9.4949,6.297,7.0288,21.418,10.345
9.4994,3.0071,5.3838,24.708,23.505
9.504,-3.5728,0.44883,27.998,20.215
9.5085,-6.8628,0.44883,26.353,11.99
9.513,6.297,3.7388,26.353,16.925
9.5175,12.877,-2.8411,29.643,16.925
9.522,7.9421,-6.1311,29.643,7.0548
9.5266,-1.9278,-9.421,27.998,-7.75
9.5311,-3.5728,-6.1311,27.998,-14.33
9.5356,-5.2178,-4.4861,24.708,-12.685
9.5401,-0.28286,-1.1961,24.708,-12.685
9.5446,11.232,0.44883,26.353,-1.1701
9.5492,22.747,3.7388,26.353,5.4098
9.5537,24.392,-1.1961,27.998,16.925
9.5582,7.9421,-7.7761,31.288,11.99
9.5627,-0.28286,-7.7761,29.643,0.47489
9.5672,-6.8628,-11.066,26.353,-7.75
9.5718,-5.2178,-2.8411,24.708,-9.395
9.5763,-5.2178,-6.1311,21.418,-1.1701
9.5808,-8.5078,-7.7761,21.418,5.4098
9.5853,-1.9278,-1.1961,19.773,2.1198
9.5898,-0.28286,-4.4861,19.773,0.47489
9.5944,9.587,-2.8411,18.128,7.0548
9.5989,21.102,-2.8411,18.128,16.925
9.6034,34.262,2.0938,19.773,26.795
9.6079,35.907,2.0938,16.483,33.374
9.6124,37.552,5.3838,14.838,31.729
9.6169,35.907,2.0938,16.483,39.954
9.6215,21.102,-2.8411,14.838,36.664
9.626,19.457,-2.8411,14.838,25.15
9.6305,9.587,-4.4861,16.483,10.345
9.635,9.587,-2.8411,16.483,-4.46
9.6395,7.9421,-2.8411,14.838,-7.75
9.6441,3.0071,-1.1961,13.193,-4.46
9.6486,4.6521,-1.1961,11.548,3.7648
9.6531,14.522,2.0938,8.2583,10.345
9.6576,12.877,2.0938,6.6134,8.6997
9.6621,22.747,7.0288,6.6134,10.345
9.6667,29.327,3.7388,6.6134,23.505
9.6712,19.457,-1.1961,6.6134,20.215
9.6757,6.297,-2.8411,8.2583,8.6997
9.6802,-0.28286,-6.1311,8.2583,-6.1051
9.6847,1.3621,0.44883,3.3234,-11.04
9.6893,7.9421,3.7388,0.033493,-15.975
9.6938,7.9421,3.7388,0.033493,-1.1701
9.6983,-1.9278,0.44883,-4.9015,3.7648
9.7028,3.0071,5.3838,-4.9015,0.47489
9.7073,12.877,7.0288,-9.8364,13.635
9.7119,14.522,3.7388,-13.126,20.215
9.7164,22.747,10.319,-16.416,13.635
9.7209,29.327,10.319,-16.416,20.215
9.7254,24.392,10.319,-18.061,20.215
9.7299,26.037,7.0288,-18.061,15.28
9.7344,17.812,0.44883,-18.061,15.28
9.739,6.297,0.44883,-19.706,2.1198
9.7435,-11.798,-1.1961,-18.061,-12.685
9.748,-18.378,2.0938,-14.771,-19.265
9.7525,-18.378,2.0938,-13.126,-22.555
9.757,-15.088,0.44883,-13.126,-15.975
9.7616,-6.8628,-1.1961,-14.771,-11.04
9.7661,-5.2178,-1.1961,-14.771,-6.1051
9.7706,1.3621,2.0938,-14.771,8.6997
9.7751,4.6521,0.44883,-13.126,15.28
9.7796,14.522,3.7388,-14.771,23.505
9.7842,22.747,2.0938,-11.481,33.374
9.7887,16.167,-1.1961,-11.481,30.085
9.7932,16.167,0.44883,-13.126,21.86
9.7977,12.877,0.44883,-13.126,11.99
9.8022,9.587,0.44883,-13.126,7.0548
9.8068,11.232,2.0938,-11.481,3.7648
9.8113,19.457,2.0938,-8.1914,5.4098
9.8158,17.812,-1.1961,-9.8364,7.0548
9.8203,7.9421,-2.8411,-11.481,7.0548
9.8248,-13.443,-4.4861,-14.771,-11.04
9.8294,-20.023,-4.4861,-18.061,-20.91
9.8339,-10.153,0.44883,-18.061,-17.62
9.8384,-1.9278,2.0938,-16.416,-7.75
9.8429,1.3621,3.7388,-13.126,2.1198
9.8474,6.297,3.7388,-11.481,11.99
9.8519,3.0071,-4.4861,-6.5465,11.99
9.8565,1.3621,-7.7761,-3.2565,15.28
9.861,-6.8628,-9.421,-1.6115,11.99
9.8655,-6.8628,-7.7761,-1.6115,5.4098
9.87,-5.2178,-4.4861,0.033493,2.1198
9.8745,-13.443,-2.8411,1.6785,5.4098
9.8791,-20.023,-7.7761,3.3234,11.99
9.8836,-20.023,-6.1311,0.033493,-2.8151
9.8881,-10.153,-4.4861,1.6785,2.1198
9.8926,-3.5728,2.0938,3.3234,3.7648
9.8971,1.3621,2.0938,3.3234,2.1198
9.9017,1.3621,-6.1311,1.6785,5.4098
9.9062,-10.153,-11.066,1.6785,-11.04
9.9107,-13.443,-11.066,0.033493,-17.62
9.9152,-1.9278,-2.8411,1.6785,-1.1701
9.9197,9.587,-4.4861,1.6785,10.345
9.9243,9.587,-4.4861,-3.2565,2.1198
9.9288,14.522,-1.1961,-4.9015,0.47489
9.9333,3.0071,-7.7761,-1.6115,0.47489
9.9378,4.6521,-4.4861,-1.6115,2.1198
9.9423,-3.5728,-11.066,1.6785,0.47489
9.9469,-10.153,-11.066,3.3234,-6.1051
9.9514,-6.8628,-6.1311,4.9684,-9.395
9.9559,-5.2178,-11.066,8.2583,-6.1051
9.9604,-10.153,-9.421,9.9034,5.4098
9.9649,-16.733,-9.421,8.2583,0.47489
9.9694,-10.153,-6.1311,6.6134,-4.46
9.974,-3.5728,-4.4861,4.9684,-4.46
9.9785,-16.733,-14.356,1.6785,-12.685
9.983,-23.313,-9.421,1.6785,-19.265
9.9875,-20.023,-9.421,3.3234,-19.265
9.992,-26.603,-7.7761,3.3234,-22.555
9.9966,-13.443,-2.8411,3.3234,-15.975
10.001,-6.8628,2.0938,3.3234,-11.04
10.006,4.6521,5.3838,0.033493,-2.8151
10.01,6.297,2.0938,0.033493,5.4098
10.015,21.102,8.6737,0.033493,13.635
10.019,24.392,3.7388,3.3234,18.57
10.024,22.747,2.0938,4.9684,15.28
10.028,14.522,-2.8411,9.9034,20.215
10.033,6.297,-4.4861,6.6134,8.6997
10.037,1.3621,-4.4861,4.9684,0.47489
10.042,9.587,3.7388,3.3234,-2.8151
10.046,11.232,-1.1961,4.9684,8.6997
10.051,-0.28286,-2.8411,8.2583,10.345
10.055,-3.5728,2.0938,6.6134,-1.1701
10.06,3.0071,8.6737,6.6134,-11.04
10.064,9.587,5.3838,8.2583,-2.8151
10.069,4.6521,3.7388,6.6134,2.1198
10.073,-8.5078,-1.1961,6.6134,0.47489
10.078,-28.248,-4.4861,6.6134,-17.62
10.082,-23.313,3.7388,1.6785,-22.555
10.087,-10.153,0.44883,3.3234,-14.33
10.091,-8.5078,0.44883,4.9684,-9.395
10.096,-1.9278,5.3838,4.9684,-6.1051
10.101,-0.28286,0.44883,6.6134,-7.75
10.105,4.6521,0.44883,6.6134,-1.1701
10.11,4.6521,-2.8411,9.9034,13.635
10.114,-5.2178,-7.7761,11.548,8.6997
10.119,-1.9278,-9.421,16.483,5.4098
10.123,-1.9278,-9.421,14.838,0.47489
10.128,9.587,-7.7761,9.9034,2.1198
10.132,6.297,-14.356,8.2583,7.0548
10.137,-0.28286,-9.421,4.9684,5.4098
10.141,-1.9278,-6.1311,6.6134,7.0548
10.146,3.0071,-9.421,6.6134,8.6997
10.15,11.232,-6.1311,6.6134,8.6997
10.155,11.232,-6.1311,6.6134,8.6997
10.159,-3.5728,-11.066,6.6134,0.47489
10.164,-10.153,-6.1311,6.6134,-6.1051
10.168,-10.153,-7.7761,4.9684,-2.8151
10.173,-13.443,-6.1311,3.3234,-4.46
10.177,-10.153,-2.8411,1.6785,0.47489
10.182,-10.153,-6.1311,4.9684,5.4098
10.186,-10.153,-7.7761,1.6785,-2.8151
10.191,1.3621,-1.1961,-1.6115,-9.395
10.195,7.9421,0.44883,1.6785,-4.46
10.2,6.297,0.44883,3.3234,-1.1701
10.204,-1.9278,-6.1311,4.9684,-7.75
10.209,-13.443,-9.421,6.6134,-20.91
10.213,-11.798,-6.1311,4.9684,-20.91
10.218,-3.5728,-1.1961,4.9684,-12.685
10.223,3.0071,-4.4861,6.6134,2.1198
10.227,-5.2178,-9.421,6.6134,8.6997
10.232,-5.2178,-7.7761,6.6134,5.4098
10.236,-10.153,-12.711,9.9034,5.4098
10.241,-20.023,-9.421,9.9034,-7.75
10.245,-21.668,-6.1311,9.9034,-11.04
10.25,-24.958,-7.7761,8.2583,-15.975
10.254,-13.443,-2.8411,8.2583,-4.46
10.259,-6.8628,-7.7761,11.548,11.99
10.263,12.877,0.44883,9.9034,15.28
10.268,22.747,3.7388,6.6134,15.28
10.272,26.037,8.6737,1.6785,7.0548
10.277,39.197,11.964,-1.6115,21.86
10.281,32.617,2.0938,0.033493,25.15
10.286,27.682,3.7388,1.6785,25.15
10.29,14.522,0.44883,1.6785,21.86
10.295,1.3621,-2.8411,3.3234,2.1198
10.299,1.3621,2.0938,1.6785,-2.8151
10.304,-0.28286,5.3838,-1.6115,2.1198
10.308,-8.5078,0.44883,-4.9015,-2.8151
10.313,-3.5728,2.0938,-6.5465,-4.46
10.317,6.297,-1.1961,-6.5465,0.47489
10.322,-5.2178,-7.7761,-6.5465,-2.8151
10.326,-3.5728,7.0288,-8.1914,0.47489
10.331,1.3621,5.3838,-4.9015,2.1198
10.336,-5.2178,-2.8411,0.033493,5.4098
10.34,-8.5078,-2.8411,0.033493,-6.1051
10.345,-13.443,-4.4861,1.6785,-9.395
10.349,-5.2178,3.7388,-3.2565,-4.46
10.354,9.587,7.0288,-4.9015,2.1198
10.358,12.877,10.319,-6.5465,7.0548
10.363,9.587,2.0938,-4.9015,7.0548
10.367,4.6521,2.0938,-3.2565,2.1198
10.372,3.0071,2.0938,-4.9015,3.7648
10.376,-5.2178,-6.1311,-1.6115,-2.8151
10.381,-11.798,-4.4861,-1.6115,-1.1701
10.385,-11.798,-4.4861,-1.6115,2.1198
10.39,-15.088,-7.7761,-4.9015,-2.8151
10.394,-18.378,-4.4861,-3.2565,-2.8151
10.399,-15.088,-4.4861,-6.5465,-11.04
10.403,-18.378,-4.4861,-4.9015,-15.975
10.408,-28.248,-7.7761,-3.2565,-30.78
10.412,-29.892,-9.421,-3.2565,-32.425
10.417,-24.958,-6.1311,-4.9015,-32.425
10.421,-15.088,0.44883,-3.2565,-20.91
10.426,-3.5728,2.0938,-1.6115,-2.8151
10.43,4.6521,-2.8411,-1.6115,7.0548
10.435,11.232,-6.1311,0.033493,11.99
10.439,9.587,-9.421,0.033493,8.6997
10.444,1.3621,-4.4861,0.033493,-7.75
10.448,11.232,3.7388,-3.2565,-9.395
10.453,24.392,3.7388,0.033493,8.6997
10.458,26.037,7.0288,0.033493,16.925
10.462,27.682,5.3838,4.9684,25.15
10.467,11.232,-4.4861,6.6134,16.925
10.471,6.297,0.44883,1.6785,5.4098
10.476,11.232,0.44883,0.033493,11.99
10.48,6.297,-6.1311,3.3234,18.57
10.485,-0.28286,-9.421,6.6134,13.635
10.489,-8.5078,-11.066,4.9684,0.47489
10.494,-16.733,-9.421,3.3234,-12.685
10.498,-10.153,0.44883,-1.6115,-15.975
10.503,-3.5728,2.0938,1.6785,-4.46
10.507,-6.8628,-2.8411,3.3234,-2.8151
10.512,4.6521,0.44883,1.6785,2.1198
10.516,3.0071,-6.1311,3.3234,8.6997
10.521,4.6521,-1.1961,3.3234,10.345
10.525,1.3621,-2.8411,4.9684,10.345
10.53,-6.8628,-2.8411,6.6134,2.1198
10.534,-5.2178,0.44883,4.9684,-4.46
10.539,-5.2178,0.44883,1.6785,-6.1051
10.543,3.0071,0.44883,4.9684,2.1198
10.548,-1.9278,-4.4861,3.3234,3.7648
10.552,-8.5078,-9.421,8.2583,-1.1701
10.557,-20.023,-9.421,8.2583,-14.33
10.561,-33.182,-11.066,3.3234,-25.845
10.566,-23.313,-6.1311,1.6785,-25.845
10.571,-11.798,-4.4861,-1.6115,-19.265
10.575,-8.5078,-6.1311,0.033493,-17.62
10.58,-1.9278,-2.8411,3.3234,-7.75
10.584,1.3621,0.44883,1.6785,-2.8151
10.589,4.6521,0.44883,4.9684,7.0548
10.593,6.297,-1.1961,4.9684,7.0548
10.598,6.297,-1.1961,0.033493,-2.8151
10.602,3.0071,-4.4861,0.033493,-6.1051
10.607,-0.28286,-2.8411,-1.6115,-7.75
10.611,-8.5078,-2.8411,-1.6115,-9.395
10.616,-0.28286,-1.1961,-1.6115,-4.46
10.62,7.9421,3.7388,-1.6115,3.7648
10.625,12.877,3.7388,-1.6115,15.28
10.629,16.167,3.7388,1.6785,21.86
10.634,17.812,-2.8411,4.9684,25.15
10.638,26.037,3.7388,3.3234,21.86
10.643,32.617,5.3838,4.9684,23.505
10.647,27.682,-1.1961,4.9684,25.15
10.652,24.392,-4.4861,6.6134,21.86
10.656,14.522,-7.7761,6.6134,11.99
10.661,7.9421,0.44883,1.6785,0.47489
10.665,12.877,7.0288,0.033493,7.0548
10.67,11.232,3.7388,0.033493,13.635
10.674,7.9421,2.0938,1.6785,10.345
10.679,9.587,2.0938,0.033493,0.47489
10.683,11.232,3.7388,-1.6115,-6.1051
10.688,17.812,8.6737,-4.9015,-11.04
10.693,21.102,3.7388,0.033493,2.1198
10.697,9.587,-4.4861,3.3234,5.4098
10.702,6.297,-7.7761,6.6134,-2.8151
10.706,1.3621,-6.1311,6.6134,-12.685
10.711,-6.8628,-7.7761,6.6134,-15.975
10.715,7.9421,-2.8411,8.2583,0.47489
10.72,12.877,-1.1961,8.2583,16.925
10.724,16.167,-6.1311,4.9684,21.86
10.729,14.522,-6.1311,3.3234,20.215
10.733,14.522,-6.1311,3.3234,18.57
10.738,1.3621,-12.711,6.6134,8.6997
10.742,-16.733,-9.421,6.6134,-12.685
10.747,-20.023,-4.4861,4.9684,-20.91
10.751,-21.668,-4.4861,3.3234,-17.62
10.756,-13.443,-2.8411,3.3234,7.0548
10.76,-0.28286,0.44883,6.6134,18.57
10.765,3.0071,-6.1311,4.9684,18.57
10.769,-3.5728,-9.421,6.6134,8.6997
10.774,7.9421,-4.4861,6.6134,2.1198
10.778,-5.2178,-6.1311,4.9684,-1.1701
10.783,6.297,3.7388,3.3234,-9.395
10.787,14.522,5.3838,3.3234,3.7648
10.792,17.812,3.7388,4.9684,8.6997
10.796,11.232,-4.4861,8.2583,18.57
10.801,12.877,-2.8411,8.2583,16.925
10.806,6.297,-4.4861,6.6134,10.345
10.81,4.6521,-2.8411,4.9684,8.6997
